No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
1849.0,5741,4929,3,4,322,257,26,0,1,1
1850.0,5744,4929,3,4,322,257,26,0,1,1
1851.0,5747,4929,3,4,322,257,26,0,1,1
1852.0,5750,4929,3,4,322,257,26,0,1,1
1853.0,5753,4929,3,4,322,257,26,0,1,1
1854.0,5756,4929,3,4,322,257,26,0,1,1
1855.0,5759,4929,3,4,322,258,26,0,1,1
1856.0,5762,4932,3,4,323,258,26,0,1,1
1857.0,5765,4940,3,4,323,258,26,0,1,1
1858.0,5768,4940,3,4,324,258,26,0,1,1
1859.0,5771,4948,3,4,324,258,26,0,1,1
1860.0,5774,4948,3,4,324,258,26,0,1,1
1861.0,5777,4948,3,4,325,258,26,0,1,1
1862.0,5780,4956,3,4,326,258,26,0,1,1
1863.0,5783,4964,3,4,326,258,26,0,1,1
1864.0,5786,4964,3,4,327,258,26,0,1,1
1865.0,5789,4972,3,4,327,258,26,0,1,1
1866.0,5792,4972,3,4,327,258,26,0,1,1
1867.0,5795,4972,3,4,327,258,26,0,1,1
1868.0,5798,4972,3,4,327,259,26,0,1,1
1869.0,5801,4975,3,4,327,259,26,0,1,1
1870.0,5804,4975,3,4,327,260,26,0,1,1
1871.0,5807,4978,3,4,327,260,26,0,1,1
1872.0,5810,4978,3,4,327,260,26,0,1,1
1873.0,5813,4978,3,4,327,260,26,0,1,1
1874.0,5816,4978,3,4,327,260,27,0,1,1
1875.0,5819,4980,3,4,327,260,27,0,1,1
1876.0,5822,4980,3,4,328,260,27,0,1,1
1877.0,5825,4988,3,4,328,260,27,0,1,1
1878.0,5828,4988,3,4,328,261,27,0,1,1
1879.0,5831,4991,3,4,329,261,27,0,1,1
1880.0,5834,4999,3,4,329,261,27,0,1,1
1881.0,5837,4999,3,4,329,261,27,0,1,1
1882.0,5840,4999,3,4,329,261,27,0,1,1
1883.0,5843,4999,3,4,329,261,27,0,1,1
1884.0,5846,4999,3,4,329,261,27,0,1,1
1885.0,5849,4999,3,4,329,261,27,0,1,1
1886.0,5852,4999,3,4,329,261,27,0,1,1
1887.0,5855,4999,3,4,330,261,27,0,1,1
1888.0,5858,5007,3,4,330,261,27,0,1,1
1889.0,5861,5007,3,4,330,261,27,0,1,1
1890.0,5864,5007,3,4,331,261,27,0,1,1
1891.0,5867,5015,3,4,332,261,27,0,1,1
1892.0,5870,5023,3,4,332,261,27,0,1,1
1893.0,5873,5023,3,4,332,261,27,0,1,1
1894.0,5876,5023,3,4,332,261,27,0,1,1
1895.0,5879,5023,3,4,332,261,27,0,1,1
1896.0,5882,5023,3,4,332,261,27,0,1,1
1897.0,5885,5023,3,4,333,261,27,0,1,1
1898.0,5888,5031,3,4,333,261,27,0,1,1
1899.0,5891,5031,3,4,333,261,27,0,1,1
1900.0,5894,5031,3,4,333,261,27,0,1,1
1901.0,5897,5031,3,4,333,261,27,0,1,1
1902.0,5900,5031,3,4,333,261,27,0,1,1
1903.0,5903,5031,3,4,333,261,27,0,1,1
1904.0,5906,5031,3,4,333,261,27,0,1,1
1905.0,5909,5031,3,4,333,261,27,0,1,1
1906.0,5912,5031,3,4,333,261,27,0,1,1
1907.0,5915,5031,3,4,333,261,27,0,1,1
1908.0,5918,5031,3,4,333,261,27,0,1,1
1909.0,5921,5031,3,4,333,262,27,0,1,1
1910.0,5924,5034,3,4,333,262,27,0,1,1
1911.0,5927,5034,3,4,333,262,27,0,1,1
1912.0,5930,5034,3,4,333,262,27,0,1,1
1913.0,5933,5034,3,4,333,262,27,0,1,1
1914.0,5936,5034,3,4,333,262,27,0,1,1
1915.0,5939,5034,3,4,333,263,27,0,1,1
1916.0,5942,5037,3,4,333,263,27,0,1,1
1917.0,5945,5037,3,4,334,263,27,0,1,1
1918.0,5948,5045,3,4,334,263,27,0,1,1
1919.0,5951,5045,3,4,335,263,27,0,1,1
1920.0,5954,5053,3,4,335,263,27,0,1,1
1921.0,5957,5053,3,4,336,263,27,0,1,1
1922.0,5960,5061,3,4,336,263,27,0,1,1
1923.0,5963,5061,3,4,336,263,27,0,1,1
1924.0,5966,5061,3,4,336,263,27,0,1,1
1925.0,5969,5061,3,4,336,264,27,0,1,1
1926.0,5972,5064,3,4,337,264,27,0,1,1
1927.0,5975,5072,3,4,337,264,27,0,1,1
1928.0,5978,5072,3,4,337,264,27,0,1,1
1929.0,5981,5072,3,4,338,264,27,0,1,1
1930.0,5984,5080,3,4,338,264,27,0,1,1
1931.0,5987,5080,3,4,338,264,27,0,1,1
1932.0,5990,5080,3,4,338,264,27,0,1,1
1933.0,5993,5080,3,4,338,264,27,0,1,1
1934.0,5996,5080,3,4,339,264,27,0,1,1
1935.0,5999,5088,3,4,339,264,27,0,1,1
1936.0,6002,5088,3,4,340,264,27,0,1,1
1937.0,6005,5096,3,4,340,264,27,0,1,1
1938.0,6008,5096,3,4,340,264,27,0,1,1
1939.0,6011,5096,3,4,340,264,27,0,1,1
1940.0,6014,5096,3,4,340,265,27,0,1,1
1941.0,6017,5099,3,4,340,265,27,0,1,1
1942.0,6020,5099,3,4,340,266,27,0,1,1
1943.0,6023,5102,3,4,340,266,27,0,1,1
1944.0,6026,5102,3,4,340,266,27,0,1,1
1945.0,6029,5102,3,4,340,266,28,0,1,1
1946.0,6032,5104,3,4,340,266,28,0,1,1
1947.0,6035,5104,3,4,340,266,28,0,1,1
1948.0,6038,5104,3,4,341,266,28,0,1,1
1949.0,6041,5112,3,4,341,266,28,0,1,1
1950.0,6044,5112,3,4,341,266,28,0,1,1
1951.0,6047,5112,3,4,341,266,28,0,1,1
1952.0,6050,5112,3,4,341,266,28,0,1,1
1953.0,6053,5112,3,4,341,266,29,0,1,1
1954.0,6056,5114,3,4,341,266,29,0,1,1
1955.0,6059,5114,3,4,342,266,29,0,1,1
1956.0,6062,5122,3,4,342,266,29,0,1,1
1957.0,6065,5122,3,4,343,266,29,0,1,1
1958.0,6068,5130,3,4,343,266,29,0,1,1
1959.0,6071,5130,3,4,343,267,29,0,1,1
1960.0,6074,5133,3,4,343,267,29,0,1,1
1961.0,6077,5133,3,4,343,267,29,0,1,1
1962.0,6080,5133,3,4,343,267,29,0,1,1
1963.0,6083,5133,3,4,343,267,29,0,1,1
1964.0,6086,5133,3,4,343,267,30,0,1,1
1965.0,6089,5135,3,4,343,267,30,0,1,1
1966.0,6092,5135,3,4,343,267,30,0,1,1
1967.0,6095,5135,3,4,343,267,30,0,1,1
1968.0,6098,5135,3,4,344,267,30,0,1,1
1969.0,6101,5143,3,4,344,267,30,0,1,1
1970.0,6104,5143,3,4,345,267,30,0,1,1
1971.0,6107,5151,3,4,345,267,30,0,1,1
1972.0,6110,5151,3,4,346,267,30,0,1,1
1973.0,6113,5159,3,4,347,267,30,0,1,1
1974.0,6116,5167,3,4,347,267,30,0,1,1
1975.0,6119,5167,3,4,347,267,30,0,1,1
1976.0,6122,5167,3,4,347,267,30,0,1,1
1977.0,6125,5167,3,4,347,268,30,0,1,1
1978.0,6128,5170,3,4,347,268,30,0,1,1
1979.0,6131,5170,3,4,347,268,30,0,1,1
1980.0,6134,5170,3,4,347,268,30,0,1,1
1981.0,6137,5170,3,4,347,268,30,0,1,1
1982.0,6140,5170,3,4,347,269,30,0,1,1
1983.0,6143,5173,3,4,347,269,30,0,1,1
1984.0,6146,5173,3,4,347,269,30,0,1,1
1985.0,6149,5173,3,4,347,270,30,0,1,1
1986.0,6152,5176,3,4,347,270,30,0,1,1
1987.0,6155,5176,3,4,347,270,30,0,1,1
1988.0,6158,5176,3,4,347,270,30,0,1,1
1989.0,6161,5176,3,4,348,270,30,0,1,1
1990.0,6164,5184,3,4,348,270,30,0,1,1
1991.0,6167,5184,3,4,349,270,30,0,1,1
1992.0,6170,5192,3,4,350,270,30,0,1,1
1993.0,6173,5200,3,4,350,270,30,0,1,1
1994.0,6176,5200,3,4,350,270,30,0,1,1
1995.0,6179,5200,3,4,350,270,30,0,1,1
1996.0,6182,5200,3,4,350,271,30,0,1,1
1997.0,6185,5203,3,4,350,271,30,0,1,1
1998.0,6188,5203,3,4,351,271,30,0,1,1
1999.0,6191,5211,3,4,351,271,30,0,1,1
2000.0,6194,5211,3,4,351,271,30,0,1,1
2001.0,6197,5211,3,4,351,272,30,0,1,1
2002.0,6200,5214,3,4,351,273,30,0,1,1
2003.0,6203,5217,3,4,351,274,30,0,1,1
2004.0,6206,5220,3,4,351,274,30,0,1,1
2005.0,6209,5220,3,4,351,274,30,0,1,1
2006.0,6212,5220,3,4,351,274,30,0,1,1
2007.0,6215,5220,3,4,351,274,30,0,1,1
2008.0,6218,5220,3,4,352,274,30,0,1,1
2009.0,6221,5228,3,4,352,274,30,0,1,1
2010.0,6224,5228,3,4,352,274,31,0,1,1
2011.0,6227,5230,3,4,352,275,31,0,1,1
2012.0,6230,5233,3,4,353,275,31,0,1,1
2013.0,6233,5241,3,4,353,275,31,0,1,1
2014.0,6236,5241,3,4,353,275,31,0,1,1
2015.0,6239,5241,3,4,353,275,31,0,1,1
2016.0,6242,5241,3,4,353,275,31,0,1,1
2017.0,6245,5241,3,4,353,275,31,0,1,1
2018.0,6248,5241,3,4,353,275,31,0,1,1
2019.0,6251,5241,3,4,353,275,31,0,1,1
2020.0,6254,5241,3,4,353,275,31,0,1,1
2021.0,6257,5241,3,4,354,275,31,0,1,1
2022.0,6260,5249,3,4,354,275,31,0,1,1
2023.0,6263,5249,3,4,354,275,31,0,1,1
2024.0,6266,5249,3,4,355,275,31,0,1,1
2025.0,6269,5257,3,4,355,275,31,0,1,1
2026.0,6272,5257,3,4,355,275,31,0,1,1
2027.0,6273,5257,3,5,355,275,31,0,1,1
2028.0,6318,5551,3,5,356,275,31,0,1,1
2029.0,6321,5559,3,5,357,275,31,0,1,1
2030.0,6324,5567,3,5,358,275,31,0,1,1
2031.0,6327,5575,3,5,359,275,31,0,1,1
2032.0,6330,5583,3,5,359,275,31,0,1,1
2033.0,6333,5583,3,5,359,275,31,0,1,1
2034.0,6336,5583,3,5,359,275,31,0,1,1
2035.0,6339,5583,3,5,359,275,31,0,1,1
2036.0,6342,5583,3,5,359,276,31,0,1,1
2037.0,6345,5586,3,5,359,276,31,0,1,1
2038.0,6348,5586,3,5,360,276,31,0,1,1
2039.0,6351,5594,3,5,360,276,31,0,1,1
2040.0,6354,5594,3,5,360,276,31,0,1,1
2041.0,6357,5594,3,5,360,276,31,0,1,1
2042.0,6360,5594,3,5,360,276,31,0,1,1
2043.0,6363,5594,3,5,360,276,31,0,1,1
2044.0,6366,5594,3,5,360,276,32,0,1,1
2045.0,6369,5596,3,5,360,276,32,0,1,1
2046.0,6372,5596,3,5,360,277,32,0,1,1
2047.0,6375,5599,3,5,360,277,32,0,1,1
2048.0,6378,5599,3,5,360,278,32,0,1,1
2049.0,6381,5602,3,5,360,278,32,0,1,1
2050.0,6384,5602,3,5,360,278,32,0,1,1
2051.0,6387,5602,3,5,360,278,32,0,1,1
2052.0,6390,5602,3,5,360,278,32,0,1,1
2053.0,6393,5602,3,5,360,278,32,0,1,1
2054.0,6396,5602,3,5,360,278,32,0,1,1
2055.0,6399,5602,3,5,360,278,32,0,1,1
2056.0,6402,5602,3,5,360,279,32,0,1,1
2057.0,6405,5605,3,5,360,280,32,0,1,1
2058.0,6408,5608,3,5,360,280,32,0,1,1
2059.0,6411,5608,3,5,360,281,32,0,1,1
2060.0,6414,5611,3,5,360,281,32,0,1,1
2061.0,6417,5611,3,5,360,281,32,0,1,1
2062.0,6420,5611,3,5,360,281,32,0,1,1
2063.0,6423,5611,3,5,360,281,32,0,1,1
2064.0,6426,5611,3,5,360,281,33,0,1,1
2065.0,6429,5613,3,5,360,281,33,0,1,1
2066.0,6432,5613,3,5,360,281,33,0,1,1
2067.0,6435,5613,3,5,360,281,33,0,1,1
2068.0,6438,5613,3,5,360,281,33,0,1,1
2069.0,6441,5613,3,5,361,281,33,0,1,1
2070.0,6444,5621,3,5,361,282,33,0,1,1
2071.0,6447,5624,3,5,361,282,33,0,1,1
2072.0,6450,5624,3,5,361,282,33,0,1,1
2073.0,6453,5624,3,5,361,282,33,0,1,1
2074.0,6456,5624,3,5,361,283,33,0,1,1
2075.0,6459,5627,3,5,361,283,34,0,1,1
2076.0,6462,5629,3,5,361,283,34,0,1,1
2077.0,6465,5629,3,5,361,283,34,0,1,1
2078.0,6468,5629,3,5,361,283,34,0,1,1
2079.0,6471,5629,3,5,361,283,34,0,1,1
2080.0,6474,5629,3,5,362,283,34,0,1,1
2081.0,6477,5637,3,5,362,283,34,0,1,1
2082.0,6480,5637,3,5,363,283,34,0,1,1
2083.0,6483,5645,3,5,363,283,34,0,1,1
2084.0,6486,5645,3,5,363,283,34,0,1,1
2085.0,6489,5645,3,5,363,283,34,0,1,1
2086.0,6492,5645,3,5,364,283,34,0,1,1
2087.0,6495,5653,3,5,364,283,34,0,1,1
2088.0,6498,5653,3,5,364,284,34,0,1,1
2089.0,6501,5656,3,5,364,284,34,0,1,1
2090.0,6504,5656,3,5,364,284,34,0,1,1
2091.0,6507,5656,3,5,364,284,34,0,1,1
2092.0,6510,5656,3,5,364,284,34,0,1,1
2093.0,6513,5656,3,5,364,284,34,0,1,1
2094.0,6516,5656,3,5,365,284,34,0,1,1
2095.0,6519,5664,3,5,365,285,34,0,1,1
2096.0,6522,5667,3,5,365,285,34,0,1,1
2097.0,6525,5667,3,5,365,285,34,0,1,1
2098.0,6528,5667,3,5,365,285,34,0,1,1
2099.0,6531,5667,3,5,365,285,34,0,1,1
2100.0,6534,5667,3,5,365,285,34,0,1,1
2101.0,6537,5667,3,5,365,285,34,0,1,1
2102.0,6540,5667,3,5,365,285,34,0,1,1
2103.0,6543,5667,3,5,365,285,34,0,1,1
2104.0,6546,5667,3,5,365,285,34,0,1,1
2105.0,6549,5667,3,5,365,285,34,0,1,1
2106.0,6552,5667,3,5,366,285,34,0,1,1
2107.0,6555,5675,3,5,366,286,34,0,1,1
2108.0,6558,5678,3,5,366,286,34,0,1,1
2109.0,6561,5678,3,5,366,286,34,0,1,1
2110.0,6564,5678,3,5,366,286,35,0,1,1
2111.0,6567,5680,3,5,366,287,35,0,1,1
2112.0,6570,5683,3,5,366,287,35,0,1,1
2113.0,6573,5683,3,5,367,287,35,0,1,1
2114.0,6576,5691,3,5,367,287,35,0,1,1
2115.0,6579,5691,3,5,367,287,35,0,1,1
2116.0,6582,5691,3,5,368,287,35,0,1,1
2117.0,6585,5699,3,5,368,287,35,0,1,1
2118.0,6588,5699,3,5,369,287,35,0,1,1
2119.0,6591,5707,3,5,369,287,35,0,1,1
2120.0,6594,5707,3,5,369,287,35,0,1,1
2121.0,6597,5707,3,5,370,287,35,0,1,1
2122.0,6600,5715,3,5,370,288,35,0,1,1
2123.0,6603,5718,3,5,370,288,35,0,1,1
2124.0,6606,5718,3,5,371,288,35,0,1,1
2125.0,6609,5726,3,5,371,288,35,0,1,1
2126.0,6612,5726,3,5,371,289,35,0,1,1
2127.0,6615,5729,3,5,371,289,35,0,1,1
2128.0,6618,5729,3,5,372,289,35,0,1,1
2129.0,6621,5737,3,5,372,289,35,0,1,1
2130.0,6624,5737,3,5,372,290,35,0,1,1
2131.0,6627,5740,3,5,372,291,35,0,1,1
2132.0,6630,5743,3,5,372,292,35,0,1,1
2133.0,6633,5746,3,5,373,292,35,0,1,1
2134.0,6636,5754,3,5,373,292,35,0,1,1
2135.0,6639,5754,3,5,373,292,35,0,1,1
2136.0,6642,5754,3,5,373,292,35,0,1,1
2137.0,6645,5754,3,5,373,292,35,0,1,1
2138.0,6648,5754,3,5,374,292,35,0,1,1
2139.0,6651,5762,3,5,374,293,35,0,1,1
2140.0,6654,5765,3,5,374,293,35,0,1,1
2141.0,6657,5765,3,5,374,294,35,0,1,1
2142.0,6660,5768,3,5,375,294,35,0,1,1
2143.0,6663,5776,3,5,376,294,35,0,1,1
2144.0,6666,5784,3,5,377,294,35,0,1,1
2145.0,6669,5792,3,5,377,294,35,0,1,1
2146.0,6672,5792,3,5,377,294,35,0,1,1
2147.0,6675,5792,3,5,377,294,35,0,1,1
2148.0,6678,5792,3,5,378,294,35,0,1,1
2149.0,6681,5800,3,5,378,294,35,0,1,1
2150.0,6684,5800,3,5,378,295,35,0,1,1
2151.0,6687,5803,3,5,378,296,35,0,1,1
2152.0,6690,5806,3,5,378,296,35,0,1,1
2153.0,6693,5806,3,5,378,296,35,0,1,1
2154.0,6696,5806,3,5,378,296,35,0,1,1
2155.0,6699,5806,3,5,378,296,35,0,1,1
2156.0,6702,5806,3,5,378,296,35,0,1,1
2157.0,6705,5806,3,5,378,296,35,0,1,1
2158.0,6708,5806,3,5,378,296,35,0,1,1
2159.0,6711,5806,3,5,378,296,35,0,1,1
2160.0,6714,5806,3,5,378,296,35,0,1,1
2161.0,6717,5806,3,5,379,296,35,0,1,1
2162.0,6720,5814,3,5,379,296,35,0,1,1
2163.0,6723,5814,3,5,379,296,35,0,1,1
2164.0,6726,5814,3,5,379,296,35,0,1,1
2165.0,6729,5814,3,5,380,296,35,0,1,1
2166.0,6732,5822,3,5,380,297,35,0,1,1
2167.0,6735,5825,3,5,380,297,35,0,1,1
2168.0,6738,5825,3,5,380,297,35,0,1,1
2169.0,6741,5825,3,5,381,297,35,0,1,1
2170.0,6744,5833,3,5,381,298,35,0,1,1
2171.0,6747,5836,3,5,382,298,35,0,1,1
2172.0,6750,5844,3,5,383,298,35,0,1,1
2173.0,6753,5852,3,5,383,298,35,0,1,1
2174.0,6756,5852,3,5,384,298,35,0,1,1
2175.0,6759,5860,3,5,384,298,35,0,1,1
2176.0,6762,5860,3,5,384,298,35,0,1,1
2177.0,6765,5860,3,5,385,298,35,0,1,1
2178.0,6768,5868,3,5,385,298,35,0,1,1
2179.0,6771,5868,3,5,385,298,36,0,1,1
2180.0,6774,5870,3,5,385,298,36,0,1,1
2181.0,6775,5870,4,5,385,298,36,0,1,1
2182.0,6794,5982,4,5,385,298,36,0,1,1
2183.0,6797,5982,4,5,385,298,36,0,1,1
2184.0,6800,5982,4,5,385,298,36,0,1,1
2185.0,6803,5982,4,5,385,299,36,0,1,1
2186.0,6806,5985,4,5,386,299,36,0,1,1
2187.0,6809,5993,4,5,386,299,36,0,1,1
2188.0,6812,5993,4,5,386,299,36,0,1,1
2189.0,6815,5993,4,5,386,299,37,0,1,1
2190.0,6818,5995,4,5,386,299,37,0,1,1
2191.0,6821,5995,4,5,386,299,37,0,1,1
2192.0,6824,5995,4,5,386,299,37,0,1,1
2193.0,6827,5995,4,5,386,299,37,0,1,1
2194.0,6830,5995,4,5,386,300,37,0,1,1
2195.0,6833,5998,4,5,386,300,37,0,1,1
2196.0,6836,5998,4,5,386,300,37,0,1,1
2197.0,6839,5998,4,5,386,300,37,0,1,1
2198.0,6842,5998,4,5,386,300,37,0,1,1
2199.0,6845,5998,4,5,387,300,37,0,1,1
2200.0,6848,6006,4,5,387,300,37,0,1,1
2201.0,6851,6006,4,5,387,300,37,0,1,1
2202.0,6854,6006,4,5,387,300,37,0,1,1
2203.0,6857,6006,4,5,387,300,37,0,1,1
2204.0,6860,6006,4,5,387,300,37,0,1,1
2205.0,6863,6006,4,5,387,300,37,0,1,1
2206.0,6866,6006,4,5,387,301,37,0,1,1
2207.0,6869,6009,4,5,387,301,37,0,1,1
2208.0,6872,6009,4,5,387,301,37,0,1,1
2209.0,6875,6009,4,5,387,301,37,0,1,1
2210.0,6878,6009,4,5,387,301,37,0,1,1
2211.0,6881,6009,4,5,387,301,38,0,1,1
2212.0,6884,6011,4,5,387,301,38,0,1,1
2213.0,6887,6011,4,5,387,301,38,0,1,1
2214.0,6890,6011,4,5,387,302,38,0,1,1
2215.0,6893,6014,4,5,388,302,38,0,1,1
2216.0,6896,6022,4,5,388,302,38,0,1,1
2217.0,6899,6022,4,5,388,302,38,0,1,1
2218.0,6902,6022,4,5,388,302,38,0,1,1
2219.0,6905,6022,4,5,388,302,38,0,1,1
2220.0,6908,6022,4,5,388,302,38,0,1,1
2221.0,6911,6022,4,5,389,302,38,0,1,1
2222.0,6914,6030,4,5,389,302,38,0,1,1
2223.0,6917,6030,4,5,389,302,38,0,1,1
2224.0,6920,6030,4,5,390,302,38,0,1,1
2225.0,6923,6038,4,5,391,302,38,0,1,1
2226.0,6926,6046,4,5,391,302,38,0,1,1
2227.0,6929,6046,4,5,391,302,38,0,1,1
2228.0,6932,6046,4,5,391,302,38,0,1,1
2229.0,6935,6046,4,5,392,302,38,0,1,1
2230.0,6938,6054,4,5,392,302,38,0,1,1
2231.0,6941,6054,4,5,392,302,38,0,1,1
2232.0,6944,6054,4,5,392,303,38,0,1,1
2233.0,6947,6057,4,5,392,303,38,0,1,1
2234.0,6950,6057,4,5,392,303,38,0,1,1
2235.0,6953,6057,4,5,392,303,38,0,1,1
2236.0,6956,6057,4,5,392,303,38,0,1,1
2237.0,6959,6057,4,5,393,303,38,0,1,1
2238.0,6962,6065,4,5,394,303,38,0,1,1
2239.0,6965,6073,4,5,394,304,38,0,1,1
2240.0,6968,6076,4,5,394,304,38,0,1,1
2241.0,6971,6076,4,5,394,304,38,0,1,1
2242.0,6974,6076,4,5,394,304,38,0,1,1
2243.0,6977,6076,4,5,394,304,38,0,1,1
2244.0,6980,6076,4,5,394,304,38,0,1,1
2245.0,6983,6076,4,5,394,304,38,0,1,1
2246.0,6986,6076,4,5,394,304,38,0,1,1
2247.0,6989,6076,4,5,394,304,38,0,1,1
2248.0,6992,6076,4,5,394,305,38,0,1,1
2249.0,6995,6079,4,5,394,305,38,0,1,1
2250.0,6998,6079,4,5,394,305,38,0,1,1
2251.0,7001,6079,4,5,394,305,38,0,1,1
2252.0,7004,6079,4,5,394,305,38,0,1,1
2253.0,7007,6079,4,5,394,305,38,0,1,1
2254.0,7010,6079,4,5,394,305,38,0,1,1
2255.0,7013,6079,4,5,395,305,38,0,1,1
2256.0,7016,6087,4,5,395,305,38,0,1,1
2257.0,7019,6087,4,5,396,305,38,0,1,1
2258.0,7022,6095,4,5,396,305,38,0,1,1
2259.0,7025,6095,4,5,396,305,38,0,1,1
2260.0,7028,6095,4,5,397,305,38,0,1,1
2261.0,7031,6103,4,5,397,306,38,0,1,1
2262.0,7034,6106,4,5,397,306,38,0,1,1
2263.0,7037,6106,4,5,398,306,38,0,1,1
2264.0,7040,6114,4,5,398,306,38,0,1,1
2265.0,7043,6114,4,5,398,306,38,0,1,1
2266.0,7046,6114,4,5,398,306,38,0,1,1
2267.0,7049,6114,4,5,398,306,38,0,1,1
2268.0,7052,6114,4,5,398,306,38,0,1,1
2269.0,7055,6114,4,5,398,306,38,0,1,1
2270.0,7058,6114,4,5,399,306,38,0,1,1
2271.0,7061,6122,4,5,399,306,38,0,1,1
2272.0,7064,6122,4,5,399,306,38,0,1,1
2273.0,7067,6122,4,5,400,306,38,0,1,1
2274.0,7070,6130,4,5,400,306,38,0,1,1
2275.0,7073,6130,4,5,401,306,38,0,1,1
2276.0,7076,6138,4,5,401,306,38,0,1,1
2277.0,7079,6138,4,5,401,306,38,0,1,1
2278.0,7082,6138,4,5,402,306,38,0,1,1
2279.0,7085,6146,4,5,402,307,38,0,1,1
2280.0,7088,6149,4,5,402,307,38,0,1,1
2281.0,7091,6149,4,5,402,307,38,0,1,1
2282.0,7094,6149,4,5,403,307,38,0,1,1
2283.0,7097,6157,4,5,403,307,38,0,1,1
2284.0,7100,6157,4,5,403,307,38,0,1,1
2285.0,7103,6157,4,5,403,308,38,0,1,1
2286.0,7106,6160,4,5,403,308,38,0,1,1
2287.0,7109,6160,4,5,403,308,38,0,1,1
2288.0,7112,6160,4,5,403,308,38,0,1,1
2289.0,7115,6160,4,5,404,308,38,0,1,1
2290.0,7118,6168,4,5,404,309,38,0,1,1
2291.0,7121,6171,4,5,404,310,38,0,1,1
2292.0,7124,6174,4,5,404,310,38,0,1,1
2293.0,7127,6174,4,5,404,310,38,0,1,1
2294.0,7130,6174,4,5,404,311,38,0,1,1
2295.0,7133,6177,4,5,404,311,38,0,1,1
2296.0,7136,6177,4,5,404,312,38,0,1,1
2297.0,7139,6180,4,5,404,312,38,0,1,1
2298.0,7142,6180,4,5,405,312,38,0,1,1
2299.0,7145,6188,4,5,405,312,38,0,1,1
2300.0,7148,6188,4,5,405,312,38,0,1,1
2301.0,7151,6188,4,5,405,313,38,0,1,1
2302.0,7154,6191,4,5,405,313,38,0,1,1
2303.0,7157,6191,4,5,405,313,38,0,1,1
2304.0,7160,6191,4,5,405,313,38,0,1,1
2305.0,7163,6191,4,5,405,314,38,0,1,1
2306.0,7166,6194,4,5,406,314,38,0,1,1
2307.0,7169,6202,4,5,406,314,38,0,1,1
2308.0,7172,6202,4,5,406,314,38,0,1,1
2309.0,7175,6202,4,5,406,314,38,0,1,1
2310.0,7178,6202,4,5,406,314,38,0,1,1
2311.0,7181,6202,4,5,406,314,38,0,1,1
2312.0,7184,6202,4,5,407,314,38,0,1,1
2313.0,7187,6210,4,5,407,314,38,0,1,1
2314.0,7190,6210,4,5,407,314,38,0,1,1
2315.0,7193,6210,4,5,407,314,38,0,1,1
2316.0,7196,6210,4,5,407,314,38,0,1,1
2317.0,7199,6210,4,5,407,314,38,0,1,1
2318.0,7202,6210,4,5,407,314,38,0,1,1
2319.0,7205,6210,4,5,407,314,38,0,1,1
2320.0,7208,6210,4,5,407,314,38,0,1,1
2321.0,7211,6210,4,5,407,314,38,0,1,1
2322.0,7214,6210,4,5,407,314,38,0,1,1
2323.0,7217,6210,4,5,407,314,38,0,1,1
2324.0,7220,6210,4,5,407,314,38,0,1,1
2325.0,7223,6210,4,5,408,314,38,0,1,1
2326.0,7226,6218,4,5,408,314,38,0,1,1
2327.0,7229,6218,4,5,409,314,38,0,1,1
2328.0,7232,6226,4,5,409,314,38,0,1,1
2329.0,7235,6226,4,5,410,314,38,0,1,1
2330.0,7238,6234,4,5,410,314,38,0,1,1
2331.0,7241,6234,4,5,410,314,38,0,1,1
2332.0,7244,6234,4,5,410,314,38,0,1,1
2333.0,7247,6234,4,5,410,314,38,0,1,1
2334.0,7250,6234,4,5,410,314,38,0,1,1
2335.0,7253,6234,4,5,410,314,38,0,1,1
2336.0,7256,6234,4,5,410,314,38,0,1,1
2337.0,7259,6234,4,5,410,314,38,0,1,1
2338.0,7260,6234,4,5,410,314,38,0,2,1
2339.0,7261,6235,4,5,410,314,38,0,3,1
2340.0,7262,6236,4,5,410,314,38,0,3,1
2341.0,7263,6236,4,6,410,314,38,0,3,1
2342.0,7308,6530,4,6,410,315,38,0,3,1
2343.0,7311,6533,4,6,411,315,38,0,3,1
2344.0,7314,6541,4,6,411,315,38,0,3,1
2345.0,7317,6541,4,6,411,315,38,0,3,1
2346.0,7320,6541,4,6,411,315,38,0,3,1
2347.0,7323,6541,4,6,411,315,38,0,3,1
2348.0,7326,6541,4,6,411,315,38,0,3,1
2349.0,7329,6541,4,6,411,315,38,0,3,1
2350.0,7332,6541,4,6,411,315,38,0,3,1
2351.0,7335,6541,4,6,411,315,38,0,3,1
2352.0,7338,6541,4,6,411,315,38,0,3,1
2353.0,7341,6541,4,6,411,315,38,0,3,1
2354.0,7344,6541,4,6,411,315,38,0,3,1
2355.0,7347,6541,4,6,411,315,38,0,3,1
2356.0,7350,6541,4,6,411,315,38,0,3,1
2357.0,7353,6541,4,6,411,315,39,0,3,1
2358.0,7356,6543,4,6,411,315,39,0,3,1
2359.0,7357,6543,4,7,411,315,39,0,3,1
2360.0,7402,6837,4,7,411,315,39,0,3,1
2361.0,7405,6837,4,7,411,315,39,0,3,1
